Filename,Dataset,Shape_X,Shape_Y,Shape_Z,Spacing_X,Spacing_Y,Spacing_Z,Voxel_Count,Positive_Voxels,Positive_Ratio,HU_Min,HU_Max,HU_Mean,HU_STD,Mask_Labels,Affine_Determinant,Empty_Mask
BHSD_0017.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.243,8388608,14190,0.001691579818725586,-2048.000030517578,2906.0000598803163,-782.6180440170432,852.2041715126917,"0,1",-1.250027362421235,False
BHSD_0018.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.1760006,8388608,32651,0.0038923025131225586,-2047.999900817871,2156.999899841845,-877.9364268569366,791.9009023652033,"0,1",-1.234053372038321,False
BHSD_0019.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.02,7340032,20753,0.0028273718697684152,-2048.0,3071.000014066696,-834.1326795625133,830.5518948585178,"0,1",-1.1968600800056448,False
BHSD_0020.nii.gz,BHSD,512,512,34,0.488281,0.488281,5.0,8912896,37379,0.004193810855641085,-2048.0,3071.000014066696,-828.9829699870741,841.2543661614411,"0,1",-1.1920917313548784,False
BHSD_0021.nii.gz,BHSD,512,512,38,0.4949,0.4949,5.0,9961472,15792,0.0015853078741776315,-1024.0,31650.99945834279,-608.3298419699589,539.154381352517,"0,1",-1.2246299914752967,False
BHSD_0022.nii.gz,BHSD,512,512,32,0.41210938,0.41210938,5.0,8388608,62,7.3909759521484375e-06,-1023.9999694824219,1825.9999993368983,-468.2086664747944,635.0800247086771,"0,1",-0.8491706848144531,False
BHSD_0023.nii.gz,BHSD,512,512,38,0.488281,0.488281,2.5,9961472,12001,0.0012047416285464639,-3024.0000610351562,2025.0000445991755,-1080.3641692010112,1136.31088950258,"0,1",-0.5960458656774392,False
BHSD_0024.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.1530004,8388608,973,0.00011599063873291016,-2048.0,3071.000014066696,-765.7135109716082,871.7826821974778,"0,1",-1.2285698056968133,False
BHSD_0025.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.3039994,8388608,17071,0.0020350217819213867,-2048.0001134872437,2065.0001144334674,-893.2510815187222,775.8926950363582,"0,1",-1.2645708303728809,False
BHSD_0026.nii.gz,BHSD,512,512,42,0.49475098,0.49475098,5.0,11010048,142648,0.012956165132068452,-1024.0,25878.999642789364,-561.4204741968899,591.1683082746108,"0,1",-1.2238926440477371,False
BHSD_0027.nii.gz,BHSD,512,512,30,0.4949,0.4949,5.0,7864320,23079,0.0029346466064453123,-1024.0001220703125,3124.0000600665808,-603.179362321207,558.4378228424478,"0,1",-1.2246299914752967,False
BHSD_0028.nii.gz,BHSD,512,512,32,0.40820312,0.40820312,5.0,8388608,122804,0.01463937759399414,-1023.9999694824219,1697.9999993667006,-468.219328433546,586.1384020762368,"0,1",-0.8331489562988281,False
BHSD_0029.nii.gz,BHSD,512,512,32,0.44335938,0.44335938,5.2148438,8388608,11116,0.0013251304626464844,-1023.9999694824219,1825.9999993368983,-510.94689180914935,601.0055435410329,"0,1",-1.025068937680868,False
BHSD_0030.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.1024323,8388608,2439,0.00029075145721435547,-3023.999885559082,3070.9998841434717,-1072.328675639166,1148.7711134316164,"0,1",-1.216513336812731,False
BHSD_0031.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.17638,7340032,1065,0.00014509473528180803,-3024.000030517578,2026.0000598579645,-1166.6598461381031,1296.1553811545766,"0,1",-1.2341438795946673,False
BHSD_0032.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.272461,8388608,69586,0.008295297622680664,-1024.0,2719.000014387071,-596.7058630945206,557.2044610075918,"0,1",-1.2570527118666437,False
BHSD_0033.nii.gz,BHSD,512,512,37,0.43164062,0.43164062,5.0,9699328,1862,0.00019197206239442567,-1024.0000610351562,2921.0000448562205,-541.3983787345869,564.2504435346569,"0,1",-0.931568145751953,False
BHSD_0034.nii.gz,BHSD,512,512,34,0.4375,0.4375,5.0,8912896,1980,0.00022215001723345588,-1024.0,1743.0000146143138,-589.4739785407803,546.2018675877539,"0,1",-0.95703125,False
BHSD_0035.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.043144,8388608,21951,0.0026167631149291992,-3024.0,1932.0000598803163,-1082.7439865009799,1291.6093357428767,"0,1",-1.2023780894151403,False
BHSD_0036.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.3929996,8388608,202228,0.02410745620727539,-3024.0,2000.9999835714698,-1333.101139413051,1332.0701372514477,"0,1",-1.2857899433837015,False
BHSD_0037.nii.gz,BHSD,512,512,24,0.58203125,0.58203125,6.157837,6291456,1759,0.0002795855204264323,-1024.0000305175781,1805.0000145994127,-686.5504033682399,519.0362949776295,"0,1",-2.0860311078367593,False
BHSD_0038.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.17638,7340032,10415,0.001418931143624442,-3024.0000915527344,2084.0000903606415,-1132.7075044517462,1258.3152555560246,"0,1",-1.2341438795946673,False
BHSD_0039.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.5168457,8388608,52161,0.006218075752258301,-1024.0,1887.0000145807862,-608.8656814883714,557.752116112535,"0,1",-1.3153185798413947,False
BHSD_0040.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.4731445,8388608,9109,0.0010858774185180664,-1024.0,2975.9999990686774,-498.1420990749503,593.6801069167391,"0,1",-1.3048992320331376,False
BHSD_0041.nii.gz,BHSD,512,512,30,0.494863,0.494863,5.0,7864320,627,7.97271728515625e-05,-1024.0,16652.99979752302,-565.6342961031253,573.4080071951062,"0,1",-1.2244469611273745,False
BHSD_0042.nii.gz,BHSD,512,512,36,0.488281,0.488281,2.6073723,9437184,2931,0.00031057993570963543,-3023.999885559082,3070.9998841434717,-1063.8384047106026,1150.1851987346151,"0,1",-0.6216453413227151,False
BHSD_0043.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.6069984,10485760,11526,0.0010992050170898437,-3023.999885559082,3070.9998841434717,-1051.105000096168,1149.2264380216961,"0,1",-0.6215561771844303,False
BHSD_0044.nii.gz,BHSD,512,512,36,0.488281,0.488281,2.5509987,9437184,35120,0.0037214491102430555,-3023.999885559082,3070.9998841434717,-1122.4298634418656,1188.1602352275775,"0,1",-0.6082048666027781,False
BHSD_0045.nii.gz,BHSD,512,512,30,0.46875,0.46875,5.1314697,7864320,38788,0.0049321492513020836,-1024.0000305175781,1867.0000451020896,-569.4182114218295,590.1091251583209,"0,1",-1.1275201901784557,False
BHSD_0046.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.392673,8388608,2376,0.00028324127197265625,-3024.0001220703125,2209.000105589628,-1038.1739834632992,1157.2633948582761,"0,1",-1.2857120639283048,False
BHSD_0047.nii.gz,BHSD,512,512,34,0.44726562,0.44726562,5.0,8912896,2814,0.0003157222972196691,-1023.9999389648438,2115.999999269843,-511.9688509064077,605.5524665020586,"0,1",-1.000232696533203,False
BHSD_0048.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.3926773,7340032,36434,0.0049637385777064735,-3023.999969482422,2130.9999835416675,-1025.9638856654626,1181.6365358764774,"0,1",-1.285713056253528,False
BHSD_0049.nii.gz,BHSD,512,512,32,0.49475098,0.49475098,5.0,8388608,6670,0.0007951259613037109,-1024.0,14969.000103086233,-609.8399414488435,569.0810262337387,"0,1",-1.2238926440477371,False
BHSD_0050.nii.gz,BHSD,512,512,24,0.48828125,0.48828125,6.5181885,6291456,115,1.8278757731119793e-05,-1023.9999694824219,1748.9999535791576,-597.1893505914147,547.5542383812987,"0,1",-1.5540573151902015,False
BHSD_0051.nii.gz,BHSD,512,512,38,0.49475098,0.49475098,5.0,9961472,10926,0.0010968258506373356,-1024.0,9571.00044003129,-576.5495846957423,586.7538930333667,"0,1",-1.2238926440477371,False
BHSD_0052.nii.gz,BHSD,512,512,30,0.48828125,0.48828125,5.0,7864320,64082,0.008148447672526041,-1023.9999694824219,1796.9999535679817,-567.2320722473547,547.0011341172496,"0,1",-1.1920928955078125,False
BHSD_0053.nii.gz,BHSD,512,512,30,0.43164062,0.43164062,5.164551,7864320,20183,0.002566401163736979,-1024.0000305175781,1883.0000450983644,-543.9825117017929,557.6330890225572,"0,1",-0.9622262115570214,False
BHSD_0054.nii.gz,BHSD,512,512,34,0.494863,0.494863,5.0,8912896,27022,0.003031786750344669,-1024.0,4026.0000903755426,-579.7359402535888,541.3531080773415,"0,1",-1.2244469611273745,False
BHSD_0055.nii.gz,BHSD,512,512,46,0.49475098,0.49475098,5.0,12058624,45673,0.003787579743758492,-32968.00018310547,31008.000168204308,-567.2669846255177,558.7637513317395,"0,1",-1.2238926440477371,False
BHSD_0056.nii.gz,BHSD,512,512,32,0.49475098,0.49475098,5.0,8388608,4522,0.0005390644073486328,-1024.0,24384.000970631838,-554.5886020590228,616.9222731092816,"0,1",-1.2238926440477371,False
BHSD_0057.nii.gz,BHSD,512,512,36,0.43164062,0.43164062,5.0,9437184,3467,0.0003673765394422743,-1024.0,2975.9999990686774,-502.1039260590939,566.9789957111358,"0,1",-0.931568145751953,False
BHSD_0058.nii.gz,BHSD,512,512,30,0.40234375,0.40234375,5.043091,7864320,25618,0.003257497151692708,-1024.0000610351562,1849.000045105815,-444.2617636575716,632.6830020641268,"0,1",-0.8163780202701483,False
BHSD_0059.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.0,8388608,5807,0.0006922483444213867,-1024.0000305175781,1947.0000450834632,-609.3104688360809,559.2218788113031,"0,1",-1.1920928955078125,False
BHSD_0060.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.1419992,8388608,21133,0.00251924991607666,-2048.0,3071.000014066696,-852.13060949186,832.61784820069,"0,1",-1.2259470542412207,False
BHSD_0061.nii.gz,BHSD,512,512,48,0.488281,0.488281,0.5,12582912,37975,0.003017981847127279,-3023.999885559082,3070.9998841434717,-941.0599798026693,1217.862525453746,"0,1",-0.11920917017955864,False
BHSD_0062.nii.gz,BHSD,512,512,38,0.46289062,0.46289062,5.0,9961472,29573,0.002968737953587582,-1024.0000610351562,2523.0000144317746,-586.2674225849377,544.4910144775793,"0,1",-1.071338653564453,False
BHSD_0063.nii.gz,BHSD,512,512,34,0.4949,0.4949,5.0,8912896,26989,0.0030280842500574447,-1024.0,22348.000788003206,-572.8678464293259,563.6752334030814,"0,1",-1.2246299914752967,False
BHSD_0064.nii.gz,BHSD,512,512,34,0.494863,0.494863,5.0,8912896,31509,0.0035352145924287684,-1024.0,2412.000060234219,-542.7178339734793,537.3327749090716,"0,1",-1.2244469611273745,False
BHSD_0065.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.6109996,8388608,25271,0.003012537956237793,-2048.0000915527344,2676.0000904500484,-826.0715821773794,878.1170082894945,"0,1",-1.3377651697456596,False
BHSD_0066.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.6963387,10485760,26310,0.0025091171264648438,-2047.9999461174011,2054.999946117401,-855.9913365237165,828.8736298498671,"0,1",-0.6428565281267641,False
BHSD_0067.nii.gz,BHSD,512,512,34,0.49475098,0.49475098,5.0,8912896,9331,0.001046910005457261,-33323.00061035156,31622.000579953194,-595.5179219640099,564.9963368223779,"0,1",-1.2238926440477371,False
BHSD_0068.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.3740234,8388608,15207,0.0018128156661987305,-1024.0000305175781,1852.0000298470259,-615.9329887478307,554.0627691020596,"0,1",-1.281267001737899,False
BHSD_0069.nii.gz,BHSD,512,512,60,0.488281,0.488281,2.5830002,15728640,9050,0.0005753835042317709,-3023.999885559082,3070.9998841434717,-1025.2601993798205,1172.8586129616122,"0,1",-0.615834592226024,False
BHSD_0070.nii.gz,BHSD,512,512,46,0.49475098,0.49475098,5.0,12058624,59310,0.004918471626613451,-1024.0,23326.999521315098,-642.5615002058418,550.9903471546578,"0,1",-1.2238926440477371,False
BHSD_0071.nii.gz,BHSD,512,512,39,0.48828125,0.48828125,5.0,10223616,64409,0.006300021440554888,-1024.0,2975.9999990686774,-574.0870464884816,567.2678164358164,"0,1",-1.1920928955078125,False
BHSD_0072.nii.gz,BHSD,512,512,28,0.5332031,0.5332031,6.291168,7340032,12979,0.0017682484218052455,-1024.0,2975.9999990686774,-664.1324709568146,534.7238794742747,"0,1",-1.7886141395552002,False
BHSD_0073.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.392578,8388608,169948,0.020259380340576172,-1024.0,2975.9999990686774,-531.598647216763,555.1528289646907,"0,1",-1.2856907701888494,False
BHSD_0074.nii.gz,BHSD,512,512,34,0.48828125,0.48828125,5.1762695,8912896,3909,0.00043857798856847426,-1023.9999694824219,1873.9999993257225,-576.0191595873423,587.8158182394121,"0,1",-1.234118798357369,False
BHSD_0075.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.121397,8388608,2612,0.0003113746643066406,-3024.0001220703125,3072.0001206472516,-1095.4310972749859,1132.8554448742923,"0,1",-1.221034960220318,False
BHSD_0076.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.1120033,8388608,4095,0.0004881620407104492,-2048.0,3071.000014066696,-858.9732172379443,835.8053862464351,"0,1",-1.218795444384224,False
BHSD_0077.nii.gz,BHSD,512,512,30,0.42382812,0.42382812,5.0,7864320,19628,0.0024958292643229166,-1024.0,2975.9999990686774,-432.14389537791163,604.8263096531883,"0,1",-0.8981513977050781,False
BHSD_0078.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.0700006,8388608,1094,0.0001304149627685547,-2048.0,3071.000014066696,-867.7161184924028,788.9389019829931,"0,1",-1.2087811803694395,False
BHSD_0079.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.5,10485760,88,8.392333984375e-06,-3023.999885559082,3070.9998841434717,-1102.0287783248134,1127.7202044150717,"0,1",-0.5960458720710209,False
BHSD_0080.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.0,7340032,11782,0.0016051701136997768,-2048.0,3071.000014066696,-790.4151182455327,869.2136789634058,"0,1",-1.1920917313548784,False
BHSD_0081.nii.gz,BHSD,512,512,30,0.68359375,0.68359375,5.018729,7864320,1018,0.00012944539388020832,-1000.0000610351562,2976.000060107559,-762.6123507324744,473.13167949932637,"0,1",-2.3452543901066876,False
BHSD_0082.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.201,8388608,11759,0.0014017820358276367,-2048.0000371932983,2075.000038139522,-816.3298469867037,838.279030378339,"0,1",-1.240013829528213,False
BHSD_0083.nii.gz,BHSD,512,512,32,0.55859375,0.55859375,5.716797,8388608,12823,0.001528620719909668,-1023.9999694824219,1795.9999688267708,-670.229953359917,523.980042637997,"0,1",-1.783794866538712,False
BHSD_0084.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.288,8388608,41642,0.004964113235473633,-2048.0,3071.000014066696,-806.842090201172,849.9844554041889,"0,1",-1.2607562182445764,False
BHSD_0085.nii.gz,BHSD,512,512,30,0.48828125,0.48828125,5.392578,7864320,47357,0.006021753946940104,-1024.0000610351562,1848.000060364604,-608.404664614835,561.8134430281659,"0,1",-1.2856907701888494,False
BHSD_0086.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.3738937,8388608,104059,0.012404799461364746,-1024.0,2975.9999990686774,-629.3139478243689,539.5716183303954,"0,1",-1.2812360709267039,False
BHSD_0087.nii.gz,BHSD,512,512,34,0.5371094,0.5371094,5.304199,8912896,24286,0.002724815817440257,-1024.0,3071.0000143051147,-636.9982912372897,515.6607338284183,"0,1",-1.5301897049941586,False
BHSD_0088.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.3926735,8388608,10348,0.0012335777282714844,-3024.0001220703125,3072.0001206472516,-1219.383655045924,1279.6782440025627,"0,1",-1.2857121906306972,False
BHSD_0089.nii.gz,BHSD,512,512,36,0.488281,0.488281,2.6869965,9437184,7625,0.0008079740736219618,-3023.999885559082,3070.9998841434717,-1001.1431540658646,1186.9621393078837,"0,1",-0.6406292464915556,False
BHSD_0090.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.7060003,10485760,6603,0.0006297111511230468,-3023.999885559082,3070.9998841434717,-961.2595037639137,1193.6639680552244,"0,1",-0.6451600992128858,False
BHSD_0091.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.049,8388608,11439,0.0013636350631713867,-2047.9999923706055,2080.9999914094806,-861.6402289344746,813.354532398596,"0,1",-1.2037742984915927,False
BHSD_0092.nii.gz,BHSD,512,512,34,0.494863,0.494863,5.0,8912896,1937,0.00021732554716222426,-1024.0,20388.999430447817,-537.8643535955443,590.6798960779435,"0,1",-1.2244469611273745,False
BHSD_0093.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.0,8388608,45599,0.005435824394226074,-1024.0,2975.9999990686774,-582.9946026867328,574.3154596386734,"0,1",-1.1920928955078125,False
BHSD_0094.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.547,10485760,8151,0.0007773399353027344,-3024.000030517578,2282.00005979836,-1024.1366573714965,1171.6480793237768,"0,1",-0.6072516065090217,False
BHSD_0095.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.3926735,8388608,60318,0.0071904659271240234,-3024.0001220703125,3072.0001206472516,-1145.2389080101348,1235.115495135609,"0,1",-1.2857121906306972,False
BHSD_0096.nii.gz,BHSD,512,512,36,0.494863,0.494863,5.0,9437184,2781,0.00029468536376953125,-1024.0,29832.99985548854,-516.5872505485519,667.3291121325738,"0,1",-1.2244469611273745,False
BHSD_0097.nii.gz,BHSD,512,512,40,0.49475098,0.49475098,5.0,10485760,79004,0.007534408569335937,-1024.0,25487.999749690294,-602.6931084941741,569.5253743623156,"0,1",-1.2238926440477371,False
BHSD_0098.nii.gz,BHSD,512,512,28,0.625,0.625,6.0,7340032,7781,0.001060077122279576,-999.9999694824219,1836.9999535642564,-734.2522645669014,457.7539772441932,"0,1",-2.3437498813785873,False
BHSD_0099.nii.gz,BHSD,512,512,36,0.488281,0.488281,5.0,9437184,12724,0.0013482835557725695,-2048.0,3071.000014066696,-837.036078418321,864.6514245272269,"0,1",-1.1920917126835306,False
BHSD_0100.nii.gz,BHSD,512,512,32,0.427734,0.427734,5.0,8388608,10540,0.0012564659118652344,-2048.0,3071.000014066696,-619.192529749626,950.6476264437558,"0,1",-0.9147818206118473,False
BHSD_0101.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.6963348,10485760,352,3.35693359375e-05,-3023.999885559082,3070.9998841434717,-981.7662888594281,1204.925187325044,"0,1",-0.6428556097996942,False
BHSD_0102.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.392673,8388608,9043,0.0010780096054077148,-3024.0001220703125,3072.0001206472516,-1083.5651116948447,1245.6192965169132,"0,1",-1.2857120639283048,False
BHSD_0103.nii.gz,BHSD,512,512,28,0.53515625,0.53515625,6.0,7340032,14828,0.0020201546805245535,-1000.0,2999.9999990686774,-691.4895362525803,538.3201800026945,"0,1",-1.7183533248012945,False
BHSD_0104.nii.gz,BHSD,512,512,30,0.42578125,0.42578125,5.0,7864320,2534,0.0003222147623697917,-1023.9999389648438,1766.9999535754323,-537.5537921238002,572.7345980048103,"0,1",-0.9064483642578125,False
BHSD_0105.nii.gz,BHSD,512,512,36,0.488281,0.488281,5.3926735,9437184,26271,0.0027837753295898438,-3023.999885559082,3070.9998841434717,-1240.3055327745662,1235.6933546948087,"0,1",-1.2857121906306972,False
BHSD_0106.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.3926735,8388608,10180,0.0012135505676269531,-3023.999885559082,3070.9998841434717,-1025.9321559326131,1168.7864762019144,"0,1",-1.2857121906306972,False
BHSD_0107.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.3926735,7340032,32937,0.004487310137067523,-3024.0000915527344,2181.0000750795007,-1024.279638223661,1179.7004451357975,"0,1",-1.2857121906306972,False
BHSD_0108.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.214999,8388608,7176,0.0008554458618164062,-2048.000015258789,2174.0000142753124,-808.7182610668349,883.4409551465773,"0,1",-1.24335138499138,False
BHSD_0109.nii.gz,BHSD,512,512,35,0.48828125,0.48828125,5.0,9175040,92,1.0027204241071429e-05,-1024.0000610351562,1913.0000450909138,-591.1087412241112,574.3625368335337,"0,1",-1.1920928955078125,False
BHSD_0110.nii.gz,BHSD,512,512,28,0.48828125,0.48828125,6.4487305,7340032,100645,0.013711793082101005,-1024.0,1871.9999993257225,-630.611730017268,531.8355773645593,"0,1",-1.5374970001197312,False
BHSD_0111.nii.gz,BHSD,512,512,46,0.49475098,0.49475098,5.0,12058624,34242,0.0028396274732506795,-1024.0,20735.000010192394,-652.4963780052403,534.3966483109349,"0,1",-1.2238926440477371,False
BHSD_0112.nii.gz,BHSD,512,512,36,0.488281,0.488281,5.0,9437184,63301,0.006707615322536892,-2048.0,3071.000014066696,-818.0830842563942,848.7664170622941,"0,1",-1.1920917313548784,False
BHSD_0113.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.0623255,8388608,701,8.356571197509766e-05,-3023.999885559082,3070.9998841434717,-1045.4607256057834,1170.4023610481206,"0,1",-1.206951421553812,False
BHSD_0114.nii.gz,BHSD,512,512,32,0.494863,0.494863,5.0,8388608,669,7.975101470947266e-05,-1024.0,23778.00045198202,-517.4321171519445,576.5853003458113,"0,1",-1.2244469611273745,False
BHSD_0115.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.3926735,8388608,3763,0.00044858455657958984,-3023.999885559082,3070.9998841434717,-1007.3288683670391,1222.4956682551206,"0,1",-1.2857121906306972,False
BHSD_0116.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.6139984,10485760,40715,0.003882884979248047,-3024.000015258789,2541.000029221177,-1050.7810755134833,1164.438796462878,"0,1",-0.6232251556421728,False
BHSD_0117.nii.gz,BHSD,512,512,36,0.488281,0.488281,2.5311632,9437184,330,3.4968058268229164e-05,-3024.0000610351562,2057.000044591725,-1027.3487163586867,1179.4353806560032,"0,1",-0.6034758263985647,False
BHSD_0118.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.288001,8388608,11778,0.0014040470123291016,-2048.000105857849,2066.000106804073,-699.2491171400759,936.7798973377552,"0,1",-1.2607564517367922,False
BHSD_0119.nii.gz,BHSD,512,512,44,0.49475098,0.49475098,5.0,11534336,49478,0.0042896270751953125,-33473.00079345703,31701.000808775425,-567.5267651848375,555.430467602806,"0,1",-1.2238926440477371,False
BHSD_0120.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.5168304,8388608,1589,0.0001894235610961914,-1024.0000305175781,1884.0000298395753,-555.0330758498903,562.0695059920448,"0,1",-1.3153149431958315,False
BHSD_0121.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.563,7340032,86200,0.011743818010602678,-2047.9999160766602,2186.9999150931835,-880.7602626994118,802.8499231834196,"0,1",-1.3263214080769703,False
BHSD_0122.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.1210003,8388608,7784,0.0009279251098632812,-2048.0,3071.000014066696,-847.6572167632646,825.9047907418161,"0,1",-1.220940288523983,False
BHSD_0123.nii.gz,BHSD,512,512,35,0.48828125,0.48828125,5.0,9175040,108425,0.011817387172154017,-1023.9999389648438,2259.9999992363155,-602.7512919478795,529.0901739950939,"0,1",-1.1920928955078125,False
BHSD_0124.nii.gz,BHSD,512,512,30,0.48828125,0.48828125,5.272461,7864320,25801,0.0032807668050130207,-1000.0000610351562,2976.000060107559,-556.6406810216214,572.0217206124145,"0,1",-1.2570527118666437,False
BHSD_0125.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.2147217,8388608,91,1.0848045349121094e-05,0.0,4095.0000143051147,2515.47429139756,1311.5456822353135,"0,1",-1.2432865146864105,False
BHSD_0126.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.188999,8388608,5938,0.0007078647613525391,-2048.0,3071.000014066696,-803.415334914436,851.2098831947634,"0,1",-1.2371528112106946,False
